Person_ID,AssessmentID,Case_ID,Agency_Text,Sex_Code_Text,Ethnic_Code_Text,AssessmentReason,LegalStatus,MaritalStatus,DisplayText,DecileScore,ScoreText
54120,61327,55681,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54103,61307,55662,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54096,61293,55648,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54115,61322,55676,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
18326,61299,55654,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
28290,61301,55656,PRETRIAL,Male,Caucasian,Intake,Pretrial,Divorced,Risk of Recidivism,2,Low
54108,61314,55669,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
49422,61309,55664,PRETRIAL,Male,African-American,Intake,Pretrial,Married,Risk of Recidivism,7,Medium
54111,61317,55672,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54097,61296,55651,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54123,61330,55684,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54117,61324,55678,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54099,61298,55653,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54109,61315,55670,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,2,Low
32226,61294,55649,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54113,61319,55674,PRETRIAL,Male,Other,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54121,61328,55682,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
40618,61303,55658,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54102,61305,55660,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54105,61310,55665,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54106,61312,55667,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54119,61326,55680,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54122,61329,55683,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54104,61308,55663,PRETRIAL,Male,Other,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54110,61316,55671,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,10,High
13747,61295,55650,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54107,61313,55668,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54100,61300,55655,PRETRIAL,Male,Caucasian,Intake,Pretrial,Married,Risk of Recidivism,4,Low
43301,61321,43228,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54125,61334,55688,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54132,61342,55696,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54128,61337,55691,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54127,61336,55690,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
31396,61340,55694,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54124,61331,55685,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
48248,61333,55687,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54129,61338,55692,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54126,61335,55689,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
52304,61343,55697,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,10,High
54131,61341,55695,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
49179,61332,55686,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54130,61339,55693,PRETRIAL,Male,Hispanic,Intake,Pretrial,Significant Other,Risk of Recidivism,1,Low
54136,61348,55702,PRETRIAL,Male,Caucasian,Intake,Pretrial,Separated,Risk of Recidivism,1,Low
54150,61367,55718,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54135,61346,55700,PRETRIAL,Male,African-American,Intake,Pretrial,Significant Other,Risk of Recidivism,2,Low
54165,61388,55735,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54148,61364,55716,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54138,61351,55705,PRETRIAL,Male,African-American,Intake,Pretrial,Married,Risk of Recidivism,1,Low
54161,61382,55731,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
50653,61347,55701,PRETRIAL,Male,Caucasian,Intake,Pretrial,Married,Risk of Recidivism,1,Low
54164,61387,55734,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
31075,61349,55703,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54134,61345,55699,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54152,61370,55720,PRETRIAL,Male,African-American,Intake,Pretrial,Married,Risk of Recidivism,1,Low
54133,61344,55698,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54137,61350,55704,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54155,61373,55723,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,10,High
54139,61352,55706,PRETRIAL,Male,African-American,Intake,Pretrial,Widowed,Risk of Recidivism,3,Low
54145,61360,55713,PRETRIAL,Male,Other,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54166,61389,55736,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
36935,61394,55740,PRETRIAL,Male,Other,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54181,61415,55758,PRETRIAL,Female,Caucasian,Intake,Pretrial,Divorced,Risk of Recidivism,4,Low
54173,61402,55747,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
12368,61420,53056,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,10,High
1561,61399,55745,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54167,61391,55737,PRETRIAL,Male,African-American,Intake,Pretrial,Significant Other,Risk of Recidivism,9,High
27494,61396,55742,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,10,High
54188,61426,55767,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54171,61398,55744,PRETRIAL,Male,Caucasian,Intake,Pretrial,Married,Risk of Recidivism,1,Low
53624,61419,55761,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,1,Low
39783,61416,39334,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54168,61393,55739,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54169,61395,55741,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54180,61413,55756,PRETRIAL,Male,Caucasian,Intake,Pretrial,Married,Risk of Recidivism,2,Low
30613,61392,55738,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
2067,10434,1775,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
52739,61390,54113,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54170,61397,55743,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
53767,61411,55248,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54219,61476,55808,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54214,61467,55799,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54196,61439,55778,PRETRIAL,Male,African-American,Intake,Pretrial,Separated,Risk of Recidivism,8,High
5548,61446,5199,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54215,61469,55801,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,10,High
54190,61430,55771,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54208,61455,55791,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54213,61464,55797,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54192,61434,55773,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
50127,61429,55770,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
51450,61443,55782,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54209,61458,55792,PRETRIAL,Female,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54193,61435,55774,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54195,61437,55776,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54189,61427,55768,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
30818,61432,52047,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
53689,61466,55160,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,-1,N/A
37805,61431,37207,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,8,High
54191,61433,55772,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54197,61440,55779,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,10,High
51707,61461,52931,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,8,High
54199,61442,55781,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
52293,61456,53568,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
53439,61438,55777,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54212,61463,55796,PRETRIAL,Male,African-American,Intake,Pretrial,Significant Other,Risk of Recidivism,4,Low
52293,61457,53568,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54194,61436,55775,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54200,61444,55783,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,9,High
54198,61441,55780,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,2,Low
52214,61428,55769,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54211,61462,55795,PRETRIAL,Female,Caucasian,Intake,Pretrial,Separated,Risk of Recidivism,6,Medium
54234,61496,55826,PRETRIAL,Female,Caucasian,Intake,Pretrial,Widowed,Risk of Recidivism,1,Low
54222,61483,55813,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54249,61517,55844,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54229,61491,55821,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54227,61488,55818,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54220,61480,55810,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54225,61486,55816,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54231,61493,55823,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54240,61507,55835,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
21705,61489,55819,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,10,High
54232,61494,55824,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54236,61498,55828,PRETRIAL,Male,Caucasian,Intake,Pretrial,Divorced,Risk of Recidivism,2,Low
54223,61482,55812,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,2,Low
46052,61484,55814,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54237,61500,55830,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54226,61487,55817,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54233,61495,55825,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54246,61513,55841,PRETRIAL,Male,African-American,Intake,Pretrial,Significant Other,Risk of Recidivism,7,Medium
54230,61492,55822,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
42066,61479,55809,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54221,61481,55811,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54224,61485,55815,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54252,61520,55847,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54228,61490,55820,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54255,61525,55852,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,8,High
54235,61497,55827,PRETRIAL,Male,Hispanic,Intake,Pretrial,Separated,Risk of Recidivism,2,Low
53196,61504,54634,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54244,61511,55839,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54273,61548,55872,PRETRIAL,Male,Native American,Intake,Pretrial,Married,Risk of Recidivism,3,Low
54289,61567,55891,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
52772,61539,55863,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54271,61546,55870,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54267,61541,55865,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54285,61562,55886,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54262,61536,55860,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54298,61579,55902,PRETRIAL,Female,Caucasian,Intake,Pretrial,Married,Risk of Recidivism,3,Low
54275,61550,55874,PRETRIAL,Male,Other,Intake,Pretrial,Married,Risk of Recidivism,1,Low
54263,61537,55861,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54269,61544,55868,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,2,Low
40675,61542,55866,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
9659,61573,55896,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54286,61563,55887,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54266,61540,55864,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54294,61575,55898,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54272,61547,55871,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54284,61561,55885,PRETRIAL,Female,Other,Intake,Pretrial,Significant Other,Risk of Recidivism,5,Medium
54274,61549,55873,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54270,61545,55869,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,2,Low
38149,61570,37566,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54268,61543,55867,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54149,61365,55717,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,2,Low
35899,61580,55903,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54264,61538,55862,PRETRIAL,Male,Other,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54276,61551,55875,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
6248,61585,5843,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,10,High
54313,61598,55920,PRETRIAL,Male,African-American,Intake,Pretrial,Married,Risk of Recidivism,1,Low
54314,61601,55921,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54310,61593,55915,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54308,61591,55913,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54304,61587,55909,PRETRIAL,Male,Caucasian,Intake,Pretrial,Married,Risk of Recidivism,1,Low
44458,61596,55918,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54315,61603,55923,PRETRIAL,Male,African-American,Intake,Pretrial,Married,Risk of Recidivism,4,Low
27066,61605,55925,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54300,61582,55905,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54302,61584,55907,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54305,61589,55911,PRETRIAL,Female,African-American,Intake,Pretrial,Divorced,Risk of Recidivism,1,Low
54311,61594,55916,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,4,Low
44153,61602,55922,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54299,61581,55904,PRETRIAL,Male,Hispanic,Intake,Pretrial,Married,Risk of Recidivism,1,Low
36967,61599,36301,PRETRIAL,Male,Hispanic,Intake,Pretrial,Married,Risk of Recidivism,3,Low
54303,61586,55908,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54301,61583,55906,PRETRIAL,Female,African-American,Intake,Pretrial,Significant Other,Risk of Recidivism,1,Low
54309,61592,55914,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54306,61588,55910,PRETRIAL,Female,Other,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54312,61595,55917,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,10,High
54307,61590,55912,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
38566,61597,55919,PRETRIAL,Male,Other,Intake,Pretrial,Single,Risk of Recidivism,4,Low
13059,61604,55924,PRETRIAL,Male,African-American,Intake,Pretrial,Separated,Risk of Recidivism,1,Low
39731,61611,55928,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
36393,61618,35655,PRETRIAL,Male,African-American,Intake,Pretrial,Separated,Risk of Recidivism,8,High
46244,61613,55930,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54316,61609,55927,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
3523,61607,3237,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
21295,61620,55933,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
41986,61610,41744,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54321,61615,55932,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
7258,61612,55929,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,2,Low
54322,61621,55934,PRETRIAL,Male,Caucasian,Intake,Pretrial,Significant Other,Risk of Recidivism,1,Low
33668,61608,55926,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
54320,61614,55931,PRETRIAL,Female,Hispanic,Intake,Pretrial,Significant Other,Risk of Recidivism,3,Low
36393,61619,35655,PRETRIAL,Male,African-American,Intake,Pretrial,Separated,Risk of Recidivism,8,High
54341,61645,55955,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54324,61624,55937,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54326,61627,55940,PRETRIAL,Male,African-American,Intake,Pretrial,Married,Risk of Recidivism,2,Low
54331,61632,55945,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54335,61637,55949,PRETRIAL,Male,Caucasian,Intake,Pretrial,Separated,Risk of Recidivism,1,Low
18560,61671,55979,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54333,61635,55947,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,1,Low
11743,61650,55959,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54323,61622,55935,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54328,61629,55942,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54336,61638,55950,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54348,61656,55965,PRETRIAL,Male,Caucasian,Intake,Pretrial,Divorced,Risk of Recidivism,1,Low
52839,61633,54226,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54346,61654,55963,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54352,61661,55970,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,3,Low
46149,61626,55939,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,7,Medium
52983,61623,55936,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54327,61628,55941,PRETRIAL,Male,Caucasian,Intake,Pretrial,Married,Risk of Recidivism,1,Low
53738,61641,55222,PRETRIAL,Female,Caucasian,Intake,Pretrial,Widowed,Risk of Recidivism,1,Low
54330,61631,55944,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54334,61636,55948,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54360,61672,55980,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54351,61660,55969,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54332,61634,55946,PRETRIAL,Female,African-American,Intake,Pretrial,Significant Other,Risk of Recidivism,5,Medium
54329,61630,55943,PRETRIAL,Female,Other,Intake,Pretrial,Separated,Risk of Recidivism,1,Low
54355,61664,55973,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54337,61639,55951,PRETRIAL,Female,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,3,Low
53749,61648,55235,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54325,61625,55938,PRETRIAL,Male,African-American,Intake,Pretrial,Separated,Risk of Recidivism,3,Low
54361,61676,55984,PRETRIAL,Female,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
41698,61690,55997,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,8,High
54381,61704,56010,PRETRIAL,Male,Hispanic,Intake,Pretrial,Separated,Risk of Recidivism,3,Low
54369,61685,55993,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,1,Low
12528,61681,55989,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
46563,61673,55981,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54363,61678,55986,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,8,High
54365,61680,55988,PRETRIAL,Male,Other,Intake,Pretrial,Significant Other,Risk of Recidivism,5,Medium
54370,61686,55994,PRETRIAL,Male,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54384,61707,56012,PRETRIAL,Male,Caucasian,Intake,Pretrial,Divorced,Risk of Recidivism,1,Low
54385,61709,56014,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54367,61683,55991,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54366,61682,55990,PRETRIAL,Female,Other,Intake,Pretrial,Married,Risk of Recidivism,1,Low
54368,61684,55992,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,4,Low
50923,61705,52052,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54386,61712,56017,PRETRIAL,Male,African-American,Intake,Pretrial,Married,Risk of Recidivism,4,Low
54362,61677,55985,PRETRIAL,Female,Other,Intake,Pretrial,Separated,Risk of Recidivism,1,Low
35823,61689,35044,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,10,High
42622,61728,42468,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,10,High
54364,61679,55987,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,1,Low
54379,61700,56006,PRETRIAL,Male,Other,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54371,61687,55995,PRETRIAL,Male,Caucasian,Intake,Pretrial,Married,Risk of Recidivism,1,Low
52166,61674,55982,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,5,Medium
54376,61695,56002,PRETRIAL,Female,African-American,Intake,Pretrial,Single,Risk of Recidivism,10,High
54387,61713,56018,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
3467,61742,3181,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,9,High
54430,61789,56079,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,3,Low
54402,61734,56033,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,1,Low
53475,61750,56047,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,2,Low
53750,61752,55236,PRETRIAL,Female,Hispanic,Intake,Pretrial,Single,Risk of Recidivism,4,Low
54405,61737,56036,PRETRIAL,Male,African-American,Intake,Pretrial,Single,Risk of Recidivism,6,Medium
54404,61736,56035,PRETRIAL,Male,Caucasian,Intake,Pretrial,Single,Risk of Recidivism,4,Low
